Episode,Reward,Success_Rate,Energy_Efficiency,Avg_Energy,Avg_Throughput,Throughput_Efficiency
1,0.6004654237918993,0.304,0.2727680574248542,5.5725,0.2724144082636889,0.244427463673117
2,0.21759885239379995,0.1228,0.1099668666606967,5.5835,0.11067130635506481,0.09910567417844077
3,0.4697752676181894,0.2264,0.20801176038221242,5.442,0.2375161250652057,0.2182250322172048
4,0.17676175886720275,0.0786,0.06847882906429692,5.739,0.12633781359416335,0.11006953615103968
5,0.9173799890081266,0.4314,0.41007604562737643,5.26,0.43486959886386994,0.41337414340672046
6,0.5508487080277121,0.2122,0.18882363409859407,5.619,0.33849348504365057,0.3012043824912356
7,0.6397726859108385,0.2998,0.27249590983457556,5.501,0.3205928740578315,0.29139508640050127
8,0.4788894873420528,0.2436,0.22470251821787657,5.4205,0.22038631118459998,0.2032896514939581
9,0.5540478080061972,0.2388,0.21890182418186818,5.4545,0.3046331947664036,0.27924942228105565
10,0.17533254369694248,0.1012,0.08714371824679239,5.8065,0.09563824612001422,0.08235447009387258
11,0.1965060379191151,0.1252,0.10721013872238397,5.839,0.09303360827720736,0.07966570326871669
12,0.6792935706812545,0.3322,0.29549902152641877,5.621,0.318315354234221,0.28314833146612794
13,0.6078520118089503,0.2834,0.25681921159945625,5.5175,0.3061060476815801,0.2773956027925511
14,0.16382177910691254,0.0802,0.07176091624910523,5.588,0.10090948982383734,0.09029123999985446
15,0.12570716809957616,0.0762,0.06430379746835443,5.925,0.07985763344345795,0.06739040796916283
16,0.18077372617898346,0.1014,0.08416334661354581,6.024,0.10880077520794021,0.09030608832000349
17,0.17269177898025448,0.0908,0.08057502884018103,5.6345,0.09939881108331125,0.08820552940217521
18,0.6114067824554004,0.3352,0.3113505480215493,5.383,0.2405511034783784,0.2234359125751239
19,0.3084195362650671,0.163,0.13891256178626216,5.867,0.15812777434064093,0.1347603326577816
20,0.6864378328559271,0.2674,0.24326783114992723,5.496,0.3994385222780998,0.36339021313509806
21,0.45729844271432224,0.2492,0.2195014533603453,5.6765,0.19963913583897064,0.1758470323605837
22,0.6645723165631517,0.3368,0.3101860379443728,5.429,0.298154535612673,0.2745943411426349
23,0.5952471444211517,0.2796,0.24565102793885082,5.691,0.2998566203746712,0.26344809381011347
24,0.7715859135792057,0.3874,0.3648177794519258,5.3095,0.33808359751382605,0.31837611593730675
25,0.14017380183462397,0.0922,0.07694875646803538,5.991,0.07403759434658116,0.06179068131078381
26,0.7122288858150171,0.3496,0.3225985051213435,5.4185,0.32865857709799284,0.3032745013361565
27,0.16749001921908768,0.0936,0.07882105263157894,5.9375,0.09678069564919363,0.08149953317826832
28,0.6715923381190295,0.3086,0.2846863468634686,5.42,0.3367882142824735,0.3106902345779276
29,0.36854387685759143,0.1928,0.17045354080099018,5.6555,0.17508484935749377,0.15479166241490033
30,0.6108616355893617,0.2744,0.2474747474747475,5.544,0.3240810241816294,0.29228086596467295
31,0.2279354938626315,0.1134,0.10093457943925234,5.6175,0.129437685286144,0.11520933269794749
32,0.5511611345931661,0.2636,0.24335302806499262,5.416,0.2712502490485826,0.25041566566523504
33,0.3820577728189723,0.1958,0.16835769561478933,5.815,0.1892797694296454,0.16275130647432967
34,0.3606512516251315,0.1926,0.1712608927618709,5.623,0.1690933505226727,0.15035866132195688
35,0.1198092328764241,0.077,0.0639269406392694,6.0225,0.07669088567479286,0.0636703077416296
36,0.4889165551858137,0.244,0.21750757710821894,5.609,0.23665196303448388,0.2109573569571081
37,0.32094460059931834,0.174,0.14989662301860784,5.804,0.14980242687649403,0.12905102246424366
38,0.17228046714629303,0.097,0.08945863690860463,5.4215,0.0904687301438632,0.08343514723218962
39,0.20150509483434334,0.1322,0.11295283663704717,5.852,0.08568784075691109,0.07321244083809901
40,0.18511592410610994,0.1112,0.09796493700995507,5.6755,0.09163582709600904,0.08072929882478111
41,0.46609719175744546,0.2254,0.2033378439332431,5.5425,0.23114145152556684,0.20851732207989793
42,0.36426708335285357,0.179,0.15723822909346452,5.692,0.192377270046216,0.16898916904973296
43,0.2709752421171234,0.153,0.13324044239310284,5.7415,0.12466024054126831,0.1085606901865961
44,0.34924350618881134,0.1978,0.1743192033136512,5.6735,0.15001787551125145,0.13220928484291128
45,0.4241491718320746,0.2132,0.18341362697866484,5.812,0.21184755626813467,0.18225013443576624
46,0.4771690359033812,0.2322,0.21308617050564377,5.4485,0.23608986356551578,0.21665583515234998
47,0.5859774180342691,0.2794,0.2494420141058834,5.6005,0.2887642371923847,0.2578021937259037
48,0.506408435290312,0.2568,0.23659480375898287,5.427,0.2325010361392228,0.2142076986725841
49,0.38286603428871824,0.179,0.15690743338008414,5.704,0.20814799425914,0.18245791923136392
50,0.02939170984872741,0.0306,0.025888324873096447,5.91,0.04133564098415351,0.03497093145867471
51,0.5709933395544571,0.3148,0.3047434656340755,5.165,0.22290994763784505,0.2157889134925896
52,0.12635325023595959,0.0734,0.06418889374726716,5.7175,0.0771544230970995,0.06747216711595933
