Episode,Reward,Success_Rate,Energy_Efficiency,Avg_Energy,Avg_Throughput,Throughput_Efficiency
67,0.12614845350201084,0.0632,0.0713320906047823,4.429983718699736,0.08234590832398547,0.09294154736550045
68,0.32680457817006825,0.1394,0.1515123889400773,4.600283876955181,0.1927156709346586,0.20946062904949742
69,0.2642297477312419,0.138,0.1568217475881949,4.3998999540031996,0.12355494024581612,0.14040653371379622
70,0.2686236876245035,0.1552,0.17727645684614196,4.377343804166221,0.11469618503868333,0.13101116815352615
71,0.5327717596005582,0.2626,0.3250995161493749,4.038763316389281,0.24126920221330891,0.2986919303171836
72,0.23116169006176882,0.1136,0.12750939089735938,4.454573863169186,0.12010626103141324,0.13481229037917916
73,0.17447559193297096,0.1014,0.1130976560306146,4.4828515266731905,0.08467200265906992,0.09443989183588536
74,0.2892404670464933,0.1542,0.17801976164001682,4.330979846827791,0.13244616523845557,0.15290554322882063
75,0.3611742733170373,0.19,0.2148009396255464,4.422699461446006,0.1613773470461599,0.1824421356831213
76,0.1086467857710242,0.0684,0.07674521364064729,4.456303967064121,0.05877519489647498,0.0659461241096587
77,0.18941550348964226,0.1032,0.11337841548194239,4.551130810980354,0.09801536605420945,0.10768243116384527
78,0.25595331243666186,0.1308,0.13927985424624806,4.695582168284884,0.13224232821999282,0.14081568959988605
79,0.4222387835212739,0.2132,0.2349339391335932,4.537445734453157,0.2023307212153555,0.22295662918791906
80,0.2090617144216224,0.1054,0.11952603951767216,4.4090810849804996,0.11236753744123548,0.1274273882419793
81,0.47761789798353116,0.2312,0.25798307129281184,4.480914170867961,0.23419969471037144,0.2613302618391891
82,0.33530875945721267,0.1508,0.17055230580996744,4.420931141441857,0.18256598935586354,0.20647911437082558
83,0.41902535776661687,0.2056,0.23216729672041378,4.427841537208247,0.19798791782061734,0.22357159369511753
84,0.3870130114190923,0.1798,0.205109171701102,4.383031692556779,0.19882745543900424,0.2268149871887204
85,0.37441930033162135,0.1682,0.18370481238243908,4.577996564669167,0.20517444491399656,0.22408759160878014
86,0.2553487490015832,0.1394,0.15748310980602234,4.425871452872122,0.11845722683363458,0.13382361880027382
87,0.1975657481614334,0.0956,0.10847999972084854,4.4063421942296905,0.1130284985908969,0.12825660560238938
88,0.1779061912389441,0.0932,0.10497982718793998,4.43894805776108,0.09822297476342068,0.11063767077842589
89,0.2867484598915394,0.1388,0.15437463772918864,4.495557108399165,0.1505618460476031,0.16745627117749712
90,0.23254117481108574,0.0988,0.11383599798321128,4.339576309357396,0.14535558729124692,0.16747670386371333
91,0.058915615625262985,0.0334,0.035648389933382416,4.684643550861053,0.051818079109134295,0.055306320050337615
92,0.3170198749535111,0.1676,0.19273117385952268,4.348025196021474,0.14210277067842408,0.16341070287316964
93,0.49142245063295126,0.2474,0.28162877031182015,4.392306931676015,0.22315832952823644,0.25403316867371534
94,0.2246402119623926,0.1248,0.1367157136973233,4.564215649573989,0.1033282692586965,0.11319389484624906
95,0.5980531828006043,0.3076,0.34820226143527405,4.416973036477228,0.26184491877297306,0.29640764909650474
96,0.034375316229961164,0.0306,0.03144229428679867,4.86605712052757,0.03679292730747023,0.03780568784556438
97,0.5383171870481522,0.2562,0.29735636460275006,4.307962271839507,0.2619915555276742,0.3040782845758342
98,0.21634277523917386,0.1212,0.13387168837923624,4.526722620269812,0.1001577491064444,0.11062943050448557
99,0.4158373515257876,0.214,0.23537894041520085,4.545861231733623,0.18959244121811802,0.20853302768528914
100,0.28263551562100175,0.1412,0.15173450890867787,4.65286377553645,0.14226596169427488,0.15287999881091768
101,0.1387830223958331,0.0802,0.08499679733589723,4.717824818919891,0.07583488408019688,0.08037060190967273
102,0.35951791584716347,0.1832,0.21651109784818415,4.230730013859576,0.16732138195378246,0.19774528439022265
103,0.04728979865881044,0.0326,0.034621161765488184,4.708103127910779,0.0468249624046744,0.04972805515567899
104,0.24037112525243176,0.1442,0.15574410551435716,4.629388686132556,0.09883911793783516,0.10675180314185985
105,0.1731233764424945,0.0906,0.10031453434335694,4.515796269855274,0.0962169920913078,0.10653380527105959
106,0.4683093328592426,0.1978,0.23439505922741302,4.21937221398707,0.2583406802196573,0.3061363955557974
107,0.6118084117470427,0.246,0.2802533384022649,4.388886166396009,0.34786247510542123,0.3962992681023133
108,0.03839006550674837,0.0318,0.03421615026390862,4.6469283883089,0.03597713697316452,0.03871066429996918
109,0.2453898939758186,0.1412,0.15270641932978005,4.6232503066904105,0.1114470320738581,0.12052887544568004
110,0.4548577889463734,0.2306,0.26153798542964884,4.408537437137007,0.20564690547106193,0.2332371091359192
111,0.4544405064697034,0.2026,0.2208255451218494,4.587331594454058,0.24552194858705811,0.2676086778682912
112,0.47954910859610617,0.222,0.2658180256138781,4.175789047550762,0.23649489338293983,0.2831738992198994
113,0.10299068077465269,0.0578,0.06315021655412681,4.576389690640168,0.06467040604020269,0.07065657692183581
114,0.23981574404403788,0.1214,0.1360813301078777,4.460567805435207,0.12794297298438573,0.1434155678885624
115,0.08693911030538674,0.0472,0.050186009314413825,4.702505802393396,0.06250021114757379,0.06645415633061375
116,0.15372145196857304,0.0856,0.09978424897239907,4.289254109818348,0.08047329946241605,0.0938080344531326
117,0.24015207758339419,0.1358,0.1547669159510557,4.387242556508204,0.11013471930313637,0.1255170165366835
118,0.2120408048554533,0.1084,0.11702234634089759,4.631594024111436,0.11223260392819231,0.12115980302237735
119,0.20794553708324146,0.1168,0.1350171145249545,4.325377579388741,0.09662269397566428,0.11169278542998197
120,0.29975528346358243,0.1534,0.17061556009838189,4.495486809982193,0.14388139746173123,0.16002871718168957
121,0.3741246325236786,0.1844,0.2080191167801105,4.432284947035002,0.17865971767413177,0.20154358283490667
122,0.48321887843818756,0.2272,0.267746031466426,4.242826658450206,0.2331227250784195,0.2747257239629643
123,0.15905013867789475,0.0932,0.09838318386255716,4.736581819216273,0.08755524650166073,0.09242450552257941
124,0.6462717486058803,0.2702,0.32349670625855426,4.176240356896294,0.348375721162035,0.4170925178992111
125,0.15301666388870838,0.0756,0.08538921809327098,4.426788398356209,0.09088163057371325,0.10264962134564662
126,0.21027385170825566,0.1084,0.12068912581909909,4.49087684015877,0.11156967295987734,0.12421813927537245
127,0.29170141875855915,0.152,0.1718072717267948,4.423561310073882,0.13798192140261847,0.15596248331450602
128,0.25863009589980634,0.1296,0.1396000263058104,4.641832936195007,0.13614521556539572,0.14665027526496505
129,0.2537201729966308,0.1296,0.14124777228359553,4.587682973852173,0.12647733804590094,0.13784446175418788
130,0.2539745064532218,0.1414,0.16000203391847517,4.418693829606149,0.11053455725849536,0.12507605360422497
131,0.30927438904453924,0.1468,0.16559836075007214,4.43241102554018,0.16348048740676469,0.18441485510342673
132,0.5306028571280614,0.2432,0.2720162887939773,4.470320528933424,0.2686846284436597,0.3005205406465174
133,0.24182181313189022,0.1296,0.14579819158368176,4.444499571368664,0.1170353818097831,0.13166317144422918
134,0.2202685468577364,0.1226,0.1394849874949868,4.394738179418998,0.10093904677461552,0.11484079671381021
135,0.6807035834022906,0.2604,0.30650567473674,4.247882200283233,0.39294472534752745,0.46251838777606324
136,0.45537321231300115,0.2258,0.26417270625373057,4.273719325552227,0.20776871243952072,0.24307716138175964
137,0.26686868168680977,0.147,0.1666278542438224,4.411027215920892,0.11658977823502441,0.13215717397323282
138,0.3819153537551256,0.1834,0.2136716282390002,4.291632012904863,0.19011323906007085,0.2214929407838366
139,0.39655665327270556,0.203,0.2288683347208042,4.4348642691799,0.1813107301887247,0.2044151964793422
140,0.221200600953438,0.1184,0.13318916528190225,4.444805992642113,0.10257819605520563,0.11539108368848106
141,0.12378415520323244,0.0766,0.08236256900985257,4.650170637030322,0.06916714038582474,0.07437054012064818
142,0.3057062601490819,0.1582,0.17755068763553639,4.455065821111937,0.14432046838301166,0.1619734412217851
143,0.04327099691524877,0.0266,0.030215917208308414,4.401653574938616,0.0415699914126301,0.04722088040880161
144,0.46197568277593576,0.21,0.2457562622321807,4.272525918415873,0.23699662129654356,0.2773495419594961
145,0.5365689553949617,0.2712,0.3114391930483812,4.353979943010414,0.23893647745530747,0.2743885830697038
146,0.45680882342054446,0.2106,0.2526514110323544,4.167797819522779,0.2281244487800516,0.273675042142726
147,0.20032316007851067,0.107,0.12356123322951103,4.329837004833504,0.10233122199247842,0.11816983165676162
148,0.365789886621099,0.1778,0.20954155241437467,4.242595274096166,0.17393374050212693,0.2049850731274166
149,0.26535012333056246,0.1448,0.1679059345958991,4.311938120248448,0.12081665576906025,0.14009553523242463
150,0.10897701582789718,0.062,0.06572575939005237,4.716567794375589,0.06745869261377349,0.0715124806371029
151,0.27268191682626375,0.1564,0.17511625385317792,4.465604892711155,0.11379656883945749,0.12741450662730866
152,0.16585666290738757,0.0954,0.10248487302876796,4.654345425847422,0.08324208154528953,0.08942404777588414
153,0.23211126600457785,0.1222,0.13538466355554424,4.513066576033002,0.11615215070431009,0.1286842867786898
154,0.23216232089542257,0.1064,0.12402536734547473,4.28944506584774,0.1325584201583448,0.1545169807788956
155,0.3700029475350646,0.199,0.21659451049668263,4.593837571036868,0.158593269717938,0.17261523428454845
156,0.17277806757373337,0.0854,0.10108818557518211,4.22403466409463,0.0951104531812712,0.11258247238089009
157,0.4310077844060251,0.2122,0.24375120166708558,4.352799053885731,0.20086104148858042,0.23072629703555048
158,0.04073738907467678,0.033,0.03485446361240929,4.733970427284234,0.039937137477638524,0.04218143954539816
159,0.21160005099659537,0.102,0.11493840786004163,4.43715907933071,0.12426279887905838,0.1400251790136425
160,0.008758048604690366,0.0172,0.017632324079382162,4.877405815184713,0.02870826920166137,0.029429855018711575
161,0.30542214428562,0.1566,0.1786908131430231,4.381870484708642,0.1533912663495221,0.17502943878055008
162,0.4200484220350194,0.2102,0.2299026400754181,4.571500351867321,0.2025931325244882,0.2215827594126018
163,0.09511530162948505,0.0494,0.054847439614343414,4.503400737331882,0.06686564601007486,0.0742390583362681
164,0.5158721661951108,0.2536,0.2982869833955456,4.250939768023868,0.24185577201741643,0.28447329910045727
165,0.2374461348681801,0.1114,0.12474155929393431,4.465231981648675,0.13734327195001486,0.15379186626190056
166,0.3954422304588849,0.207,0.24102872112896356,4.294094061289146,0.17248691480706405,0.2008420313402277
167,0.21513355366629522,0.1098,0.12413571891051718,4.422578809856853,0.11230989982577572,0.12697331653589103
168,0.22310365553797987,0.1046,0.11483725201546253,4.554271291075299,0.1270048469050721,0.1394348720002199
169,0.1363603744258916,0.0666,0.07645559775724453,4.355469184314194,0.0843877605456747,0.09687562576448612
170,0.5600027053704657,0.2816,0.3179405594852316,4.428500730701526,0.24928961941075828,0.2814605151609266
171,0.6040425205999067,0.2728,0.31594193635121065,4.317248972240697,0.304240859403989,0.352355008201073
172,0.27341104508893277,0.1302,0.14854507541614997,4.382508125403817,0.14611864444078837,0.1667066440719087
173,0.2608061639362793,0.1198,0.12703805476770283,4.715122575635384,0.1533368822254311,0.16260116228767207
174,0.6051544437766699,0.2732,0.31663775889875456,4.314078032736394,0.310856443680185,0.3602814336241973
175,0.31246655108728233,0.174,0.19773336309195258,4.3998644760592125,0.13368029153782554,0.15191410129245364
176,0.13629035674286688,0.0766,0.08593939292216153,4.456629107758501,0.0765189735718499,0.08584848741242432
177,0.33685427962370185,0.1656,0.18355950950436237,4.510798717188347,0.16736151660837645,0.18551206460470882
178,0.2248716184270083,0.1176,0.1352216393001202,4.3484164446117415,0.11080272777329467,0.1274058374866485
179,0.11054523438917492,0.0586,0.0635869090318975,4.6078666892429165,0.07392911982569207,0.0802205497809647
180,0.3085464963874297,0.1606,0.17907820570582572,4.484074412265998,0.14589085107990205,0.16267666152107524
181,0.5783137051995372,0.2748,0.32255960591578164,4.259677823263286,0.27466134421754435,0.3223968520782749
182,0.2507849379067778,0.1234,0.13531541436667668,4.559717035104796,0.13430914636228822,0.14727793997769578
183,0.477464951435232,0.2424,0.2924102429828141,4.14486164245359,0.21254351576506605,0.2563939813914379
184,0.2759367752472041,0.1546,0.17124220398028714,4.514074112763611,0.12167273975992549,0.13477042768958314
185,0.3025743242645597,0.1516,0.17084921928063587,4.436660601620391,0.15299107312104362,0.1724169221611938
186,0.3290883680706833,0.1652,0.18083981368256874,4.567578251600569,0.16299264732758753,0.17842348652753973
187,0.334166842494548,0.152,0.16716254733637162,4.54647295168753,0.18291748458481463,0.20116416233920462
188,0.3554336722713933,0.1914,0.21827532325816248,4.3843710123297805,0.15979592822391064,0.18223358353402416
189,0.21868217359175085,0.1256,0.13581358682093533,4.623985086469974,0.10357609408631142,0.11199873285640624
190,0.19380824457571935,0.108,0.1248298340185419,4.325888953115085,0.09088871477767602,0.10505206648014716
191,0.38546296432495303,0.1886,0.20469896485780528,4.606764868865153,0.1923343093171005,0.20875203618160873
192,0.2451087999628856,0.1194,0.13330470360468766,4.478461628558818,0.12852950790485976,0.14349738656376623
193,0.29683208438678543,0.1576,0.1742655382632723,4.521834941395735,0.13680450869895625,0.15127101107402363
194,0.3307866938894914,0.165,0.18147203727615333,4.546154946971606,0.164756852790927,0.1812046165525867
195,0.7199775564816886,0.3278,0.3940892237052959,4.158956656032953,0.35317822471035215,0.4245995497428836
196,0.620865845146081,0.2968,0.3540520382029363,4.191474246363179,0.2884725391054518,0.3441182292313391
197,0.17174618921648915,0.0924,0.10172801628996211,4.541521764104107,0.08858085097562224,0.097523314405052
198,0.4246412743001189,0.1914,0.21658103698686665,4.418669396517997,0.22209123789934992,0.25131008678128586
199,0.07546326597690668,0.0448,0.04667029267481756,4.799627068138493,0.05959549289766224,0.06208346195611402
200,0.2433870855042472,0.131,0.13891553849375426,4.715095280931796,0.12445151973119878,0.1319713731284394
201,0.057506368848862385,0.0364,0.03778369181578429,4.81689298354823,0.0485762039793818,0.05042275606422078
202,0.05684896692597996,0.0374,0.03921526719769262,4.768550958923541,0.04779149398402718,0.050111128512314036
203,0.18230261864730576,0.0976,0.10558313238697466,4.621950390820215,0.1016864971620313,0.110003882088386
204,0.1889428049314297,0.0972,0.10253138937795618,4.740011843675338,0.10721489949458239,0.11309560295470643
205,0.4702172139701359,0.2126,0.24353221472958908,4.364925606168052,0.24123007234068308,0.27632781644640425
206,0.13997669037292568,0.0816,0.08800240226907502,4.636237073989235,0.08175110003433808,0.08816535773481879
207,0.16727173606603826,0.0798,0.08278026125495223,4.819989620123726,0.11035032383983248,0.11447153680488617
208,0.37095310102340195,0.1738,0.19702461521383308,4.41061640474143,0.18727919759792072,0.21230501636528046
209,0.087521374601102,0.0548,0.05980172304465967,4.581807781614887,0.053732389165101924,0.0586366688937828
210,0.3889608560542905,0.1578,0.16971505947332655,4.648968703475628,0.2352258291070592,0.25298710758280796
211,0.08562272134978517,0.0504,0.055650143812279,4.528290184658914,0.05527110883215119,0.0610286737137567
212,0.34339280511274645,0.184,0.19740239015366715,4.660531208785413,0.15587026384869956,0.16722370998704364
213,0.20813976854805785,0.0982,0.10711370064395188,4.583914074933271,0.12108709532601095,0.1320782778064766
214,0.04204563822700964,0.0284,0.030643522127810012,4.633932072420953,0.046480260662682286,0.05015207380715781
215,0.30950287779461355,0.1648,0.17926476694927,4.59655298708632,0.14286485241378935,0.15540433539562984
216,0.4851122497916971,0.2204,0.2592769204488562,4.250281892010421,0.24270749973726766,0.28551929719473834
217,0.07560864274826083,0.0468,0.04960402378238234,4.717359241390994,0.056243566238243795,0.059613401651449606
218,0.4133937138028014,0.2096,0.22598540930438502,4.637467539280045,0.19429648080450482,0.20948554265747904
219,0.21012507237157063,0.118,0.12556654356308208,4.698703836691945,0.09574534397506441,0.10188484665429834
220,0.350582278626648,0.1668,0.1740208967400723,4.792527883853574,0.1867979260067184,0.19488454791891371
221,0.5402720878870857,0.2714,0.3019957952960487,4.4934400449838146,0.24451708414607107,0.27208228183553274
222,0.515907865604256,0.2306,0.26444824603992356,4.360021354900318,0.265872932197166,0.30489865823517814
223,0.16465006178343652,0.1042,0.11051737255762532,4.714190972359058,0.07757766010426272,0.08228099005654155
224,0.46962790706958235,0.2158,0.237476715497027,4.543603349666119,0.23710352678283012,0.26092014260031454
225,0.44810953933041175,0.201,0.2286783087010401,4.394819979685415,0.23895368548208606,0.2718583316115608
226,0.21602479212163397,0.0992,0.10708475666166704,4.631845049310854,0.13247763742455723,0.14300741498710953
227,0.07654532728735686,0.044,0.04719105113116527,4.66190082074079,0.05760556100586675,0.0617833403378936
228,0.4498408335379923,0.1982,0.2245666450485586,4.4129438714539,0.23984397122036102,0.27175053457154147
229,0.2303775434209688,0.1244,0.142719089631844,4.358211656229743,0.10557726927955377,0.1211245318118486
230,0.5373024857124082,0.2382,0.26861954796448173,4.433780076785329,0.2841438017366693,0.32043064474984645
231,0.25395957418495907,0.1272,0.14051884873844603,4.5260831960260015,0.13379824431037535,0.14780798155439684
232,0.3841178620349576,0.197,0.22727740080751246,4.333910879393697,0.17210910271406266,0.19856096203129617
233,0.7164694724178201,0.3092,0.37767058561127864,4.093514451218704,0.36700455377396796,0.4482756298377118
234,0.14758834244806637,0.084,0.09362946091701348,4.48576757664191,0.07845147639647157,0.08744487432315999
235,0.07373197273167349,0.0426,0.046070235104434094,4.623375581156943,0.0569394268592587,0.06157776483844548
236,0.12244109122129436,0.0766,0.0828619812377036,4.62214388648637,0.06668897968911273,0.0721407439133271
237,0.22174988453824757,0.106,0.11598600538191099,4.5695167986417955,0.12344569388077141,0.13507521617763105
238,0.6198270285907068,0.273,0.3187690090767486,4.282097572638735,0.3226195060453992,0.37670732692645414
239,0.3526556640746897,0.1718,0.18148189022113964,4.733254645702057,0.17779322581065032,0.1878128678034385
240,0.0418851317376397,0.0332,0.03616333816213271,4.590284205948155,0.03768965199159143,0.04105372380075361
241,0.1893031475505537,0.0918,0.10116661388022977,4.537069912643374,0.10900999538623414,0.12013259381617405
242,0.2058336696984167,0.1174,0.1259707979105168,4.659810128510694,0.10180306451822763,0.10923520670440338
243,0.23456939735569313,0.1256,0.1318958794041913,4.761331459609221,0.1152671079152808,0.12104503634445686
244,0.24761814733386253,0.1298,0.1409276877620168,4.6051986682415444,0.12256809627242235,0.13307579661837252
245,0.7689877060581977,0.3274,0.3962794984043894,4.1309227618167075,0.3987788325823599,0.4826752466402736
246,0.8259273381303559,0.3968,0.4635323641710594,4.280175783514085,0.37804328962326533,0.44162121924918524
247,0.26542707664027193,0.1234,0.13161016251011817,4.68808782112525,0.14686226053263457,0.1566334357804161
248,0.19529123483562455,0.1046,0.10938032959071102,4.781481295192724,0.10557765969592567,0.11040266935904663
249,0.4849039693480622,0.2534,0.2984498551015662,4.245269275030555,0.20209276097495266,0.23802113350453852
250,0.11412588019474097,0.0636,0.06686544972686469,4.755819355122597,0.07165129856435436,0.07533013053489636
251,0.06413504299710499,0.0414,0.04406491446224604,4.697614928479064,0.050117029005650016,0.05334305788009351
252,0.04840023535555876,0.0312,0.03454117909765424,4.516348430346268,0.04454623352293713,0.049316648405182704
253,0.4537553506975597,0.2424,0.27583836716183424,4.393877517730956,0.188284995954436,0.2142583574469645
254,0.8339986977488645,0.3586,0.41247112804779734,4.346970922513215,0.42800094821561563,0.492297919453491
255,0.10355812827115926,0.059,0.06232988820220241,4.732881904793409,0.06775001580862275,0.07157374425506613
256,0.5904613912973764,0.2976,0.3459291703483618,4.301458586165301,0.25587113234468356,0.2974236845702025
257,0.24527863000372557,0.1328,0.15047967771543555,4.412555968226198,0.11043444140329825,0.125136589992865
258,0.4726112244136313,0.2414,0.27067389781126966,4.459240472613263,0.21161684730160205,0.2372790261046267
259,0.47952137419841945,0.2276,0.2604783407608516,4.368885323347525,0.234493573220998,0.2683677366945906
260,-0.005498822493489596,0.0052,0.005484090170383185,4.740986962689442,0.02571745352542795,0.027122468093478035
261,0.5130398369103965,0.2294,0.2636910390644727,4.349787554667556,0.2655816101916978,0.3052811279331497
262,0.2755380629778365,0.1456,0.1591978534971302,4.572925978635279,0.13438582780905484,0.1469363690084923
263,0.23752568126107312,0.118,0.12574626851503676,4.691988135850312,0.1318758377010163,0.14053300422201187
264,0.19401611392538523,0.1112,0.11789660900549795,4.715996538747537,0.09137708711236908,0.09687993445457108
265,0.17170625934077519,0.0948,0.10388904771231217,4.562559869762143,0.09010153306196689,0.09874011041378851
266,0.041430960549095355,0.0272,0.02899868724120001,4.689867471199779,0.0426526225498454,0.04547316401985006
267,0.23959958480088347,0.114,0.12380037825001897,4.6041862557872495,0.13554112998980072,0.14719336106291506
268,0.23241970431207165,0.1278,0.1391018444760428,4.593756484013076,0.11002099359285132,0.11975057229931538
269,0.12774296454351314,0.0766,0.08415407672279752,4.55117583027614,0.0680477084888889,0.07475838225828352
270,0.08449020320204949,0.0532,0.057523541617024686,4.624193721780068,0.05375936111538695,0.05812836177491766
271,0.14642679679793186,0.0792,0.08488573156827264,4.66509497749338,0.08609065390457919,0.0922710623469845
272,0.5041721322199911,0.241,0.2671606925880967,4.510394056575703,0.24480589492840035,0.27137971966273977
273,0.4007709240268883,0.194,0.22337748651190947,4.342425081178823,0.19229561446719232,0.22141500529352884
