Episode,Reward,Success_Rate,Energy_Efficiency,Avg_Energy,Avg_Throughput,Throughput_Efficiency
1,0.06320239335932236,0.0384,0.03710740807657207,5.1741689854436395,0.05465372460708544,0.052814012028638224
2,0.3171914410158937,0.164,0.16786360493087046,4.884918326028397,0.1484163826737667,0.1519128599171833
3,0.47610643727947055,0.2574,0.25875090263647077,4.973895692291194,0.20106040123811772,0.20211561889982108
4,0.2846609078001218,0.1344,0.13900155052791124,4.834478446088007,0.15309624939053923,0.1583379170036662
5,0.15258870253766654,0.0838,0.08117622338992596,5.161609921015348,0.09030330317934632,0.08747590825459223
6,0.27348013152167,0.1342,0.13334279840130606,5.032142778199169,0.14811119944925075,0.14716514015750426
7,0.1409881041581154,0.0746,0.07694396122165546,4.84768387379335,0.08258435741253789,0.08517919027165752
8,0.09509870031924475,0.0576,0.05621319613800697,5.123352162594379,0.06880092158531266,0.06714443922831281
9,0.4047769596557433,0.1976,0.21490814703686364,4.597312915412771,0.19580941970482782,0.21296072652392753
10,0.035803077959025334,0.0288,0.028184801484699432,5.109136570579455,0.039830642937618045,0.038979818201552434
11,0.09377874096132935,0.0524,0.05048346187081575,5.1898184136112295,0.06930026934979723,0.0667656012472853
12,0.26065541327927516,0.1436,0.14272235623089594,5.030746541476803,0.12490451589995223,0.12414113379610438
13,0.2475486969450122,0.1446,0.14840495401221912,4.8718050203396235,0.10982180418987741,0.11271161687647088
14,0.4208468144845604,0.206,0.21240590861292305,4.849205969486545,0.20181649505750884,0.2080923107076003
15,0.3846515212490977,0.1914,0.18832980233322683,5.08151120079606,0.1908476141730191,0.187786277183765
16,0.5674191147272165,0.2876,0.30447867117159405,4.7228267072592125,0.2539730707412444,0.2688782444112078
17,0.0709209157541455,0.0374,0.03740953265574953,4.998725905528244,0.06571741142576994,0.06573416173218363
18,0.19233326225587738,0.1084,0.11156854154436054,4.8580002256684205,0.09635404543411202,0.09917048266589419
19,0.1634961452615028,0.0946,0.09764540025610408,4.8440581815366315,0.08412576595003471,0.08683397556070264
20,0.1903349546684567,0.1046,0.10856589594268617,4.817350747753243,0.09879746257127649,0.10254335603168868
21,0.45650087475364653,0.2594,0.28540994633678624,4.5443405762374125,0.17562132658354357,0.1932308149414201
22,0.2875594885541925,0.137,0.14337667477649801,4.777625098837093,0.1587974019237875,0.1661886383283191
23,0.02849671272606269,0.0254,0.025655930430687993,4.950122559113688,0.03718520409335129,0.03755988225472264
24,0.2828637363859367,0.1526,0.16882751645939226,4.519405461866892,0.12533169691047494,0.13865949621911383
25,0.3679544906349993,0.1872,0.1942757819817658,4.817893359903452,0.17940651305202132,0.18618771696476127
26,0.1926565424054247,0.0908,0.10060076454413905,4.512888167970189,0.11577653962232048,0.12827322028943003
27,0.09088074577503187,0.0512,0.05396905621808261,4.743458899216879,0.06566163203145481,0.06921281856399683
28,0.45206396792944314,0.2034,0.2298745028902999,4.424153123608189,0.23999868501860155,0.27123686535386776
29,0.12048856491615005,0.06,0.06423513723161785,4.670341077006897,0.08249693458032335,0.08832003189924785
30,0.16740291237818833,0.0902,0.09828567742583809,4.5886645115744775,0.08871076030342931,0.09666293981578376
31,0.06872696705903104,0.046,0.048112192323532456,4.7804930287390635,0.0510140462949931,0.05335646970752818
32,0.29175299717405734,0.1708,0.18318986148608965,4.661830043825038,0.11972832405012776,0.12841343734604543
33,0.42832627181760236,0.1744,0.1890640746888389,4.6121929903136545,0.2533754583102665,0.2746800262287329
34,0.15144972281769226,0.088,0.09444179362555033,4.65895429458428,0.07932978597792914,0.08513690086007568
35,0.019747390820753427,0.021,0.0220299365915137,4.7662415896579455,0.032410750820541255,0.034000323117136876
36,-0.008819231142826746,0.0074,0.00783384510354311,4.723095684297554,0.02161263998292775,0.022879739716878192
37,0.4376995277919525,0.224,0.2576198675590493,4.347490784045542,0.19652584211721114,0.22602214918824362
38,0.3661818822699741,0.1774,0.20294916462835325,4.370552604265712,0.18008447877872574,0.20602026229241713
39,0.25099435061549463,0.1286,0.13522044677177966,4.755198014433667,0.1252791653633776,0.13172865250102322
40,0.5633113282268661,0.2478,0.27626400974330667,4.48484042909255,0.2969701049512142,0.3310821306203109
41,0.3521589378094247,0.1648,0.1850817191754004,4.452087454510308,0.18264756729633183,0.20512576309714645
42,0.2208474255309865,0.1252,0.13176014126625166,4.751057444109923,0.1029537668340184,0.10834826567047122
43,0.4588279354874417,0.2294,0.26335657978682914,4.355311725753826,0.20977885402453603,0.2408310440606029
44,0.05879423372429804,0.0338,0.037310779494138836,4.529522092309765,0.04890386076320068,0.053983466430409716
45,0.07821737135541697,0.0472,0.05094121188876813,4.6327912362060415,0.05452018817315333,0.05884161987169732
46,0.2782288581340375,0.129,0.14455113069795292,4.46208892926449,0.1535500066667752,0.17206067505705863
47,0.03904359664493879,0.029,0.030207417085088815,4.800145593102559,0.04101258341034086,0.04272014526941933
48,0.29662790349814316,0.1544,0.17739166707835952,4.3519518854230235,0.13993760218337248,0.1607756770612482
49,0.5183344669921217,0.1882,0.22160074669629826,4.246375583244905,0.3226482857266586,0.3799102074245916
50,0.17830251105730663,0.0922,0.10235489194989347,4.503937146704006,0.10263997744578712,0.11394472669417618
51,0.287648557421059,0.1518,0.1670016698090599,4.544864736189745,0.1344027318271681,0.14786219131776254
52,0.5862269375264454,0.2734,0.30157596228982964,4.532854640073218,0.28720635218899554,0.31680516472987585
53,0.13647700214353395,0.059,0.06958335751165122,4.239519484965991,0.08898224019574215,0.10494378019877877
54,0.3666238081567886,0.154,0.1758118513654333,4.379681995382201,0.21048006924440393,0.24029149772326788
55,0.6114845765757918,0.295,0.3372778379438542,4.373249096329714,0.28542154831510513,0.3263266532823931
56,0.435566377184473,0.2226,0.2415599746356554,4.607551402829614,0.20305765927094846,0.22035311331116741
57,0.26897998012411367,0.153,0.1631423849437165,4.689155428639357,0.12498566514796029,0.13327097709813718
58,0.26980899209913684,0.1418,0.1560972270790593,4.542040965538161,0.1280536201176775,0.14096484497746617
59,0.7654278440368629,0.3578,0.4426746868682108,4.041342441910633,0.3629379575862307,0.4490314329990851
60,0.31951218077416554,0.1556,0.1787678963850888,4.35201183060346,0.1638641575472589,0.18826253687428177
61,0.15783805740559612,0.0786,0.09019157367554936,4.35739153874572,0.09102753457012253,0.10445186502143539
62,0.38187547790633164,0.178,0.19301982458973513,4.6109253383257425,0.20200782271694614,0.21905345228415313
63,0.21198147433875245,0.1234,0.1338512639329872,4.60959412612571,0.09565186549309702,0.10375302345056014
64,0.40337077483915074,0.1682,0.18105744898578396,4.644934548183281,0.23399806333552547,0.2518852105537702
65,0.2923892344051668,0.125,0.141640781620619,4.412570961900264,0.1699299114508779,0.19255204382899938
66,0.06740214927299959,0.041,0.04560917313280014,4.494709855912141,0.05163654845602845,0.05744147020759086
67,0.47211451007053207,0.213,0.2418136068099405,4.404218662670474,0.2483653299981184,0.28196298710509915
68,0.2746243331275395,0.1436,0.15951569952619024,4.501124354108572,0.1365265546528918,0.15165827903451726
69,0.35905727546971533,0.1858,0.2104264444864431,4.414844352226137,0.16575447450184866,0.1877240297478084
70,0.61218289569793,0.3056,0.3754766509072273,4.069494058573399,0.2682631490777372,0.32960258107832135
71,0.2591553330640621,0.1314,0.1527403945239259,4.30141615155436,0.12599237388997514,0.14645452735891007
72,0.33588277787143644,0.15,0.1679591240704024,4.465372179993194,0.18743480005664018,0.20987589891882863
73,0.38096511396869037,0.1968,0.22564978856564558,4.360739738578292,0.17182488423428555,0.19701345933832853
74,0.34185464465120874,0.1726,0.18616738352922224,4.635613304757742,0.17310985361048514,0.1867173146569566
75,0.289737475203726,0.1486,0.16833309762596857,4.413867566620351,0.13859989145406038,0.15700504077446162
76,0.3872496895414594,0.174,0.2073474839248945,4.195855110135466,0.20176436582554083,0.24043295172199922
77,0.1302957133484387,0.068,0.07631596432005701,4.455162206613732,0.07990149827473583,0.08967293958020348
78,0.3171066694605956,0.156,0.17318994565259255,4.503725646779911,0.15916373113356855,0.17670229451850378
79,0.15204367371557123,0.079,0.08683012468818267,4.5491124355572685,0.08670516720610874,0.09529899341286266
80,0.10078279218771836,0.0552,0.057221589657403114,4.823354290792446,0.06743787677903462,0.06990765421044262
81,0.14801827086929437,0.0808,0.08886602126421538,4.546169551113717,0.08346573772083221,0.09179787157342696
82,0.36252420155576154,0.1502,0.1759097755561924,4.269234029919511,0.20758274199533958,0.2431147373750944
83,0.42510281471863876,0.224,0.25379607656714426,4.412991781233044,0.18550309142156846,0.21017837854406407
84,0.20330616370019375,0.0992,0.11442072945929306,4.334878848823103,0.11264416339730515,0.12992769501261547
85,0.17789596381078054,0.0962,0.1009025055423018,4.766977761502148,0.09629043672843987,0.10099736305262023
86,0.29151975395618346,0.1418,0.1627466707244557,4.356463925461178,0.14897487366066295,0.17098141544336604
87,0.2732886718839907,0.1436,0.16588981511748144,4.328174092493381,0.12595421009238988,0.14550501828339119
88,0.7198414995424716,0.3074,0.3715334424881812,4.136908886873335,0.3716209787426617,0.4491529652995716
89,0.23910410163234916,0.125,0.13864838788746203,4.507805748937371,0.11862606978321555,0.13157850669494728
90,0.6250812186709692,0.2698,0.3119472736978575,4.32444875702488,0.3304780834866275,0.3821042889568065
91,0.5347567199819308,0.264,0.3087956351417901,4.274671821037541,0.24049602442554846,0.2813034947407678
92,0.4289586070300283,0.2112,0.2537884957153447,4.160945109129119,0.19972381024240482,0.23999813143918974
93,0.317365569365363,0.167,0.1973628578826466,4.230785918678261,0.14380142952069144,0.16994647363960266
94,0.28363292060526474,0.1228,0.14085830399480775,4.3589904363936745,0.1642991082070333,0.18846004666044067
95,0.34972133160022256,0.1548,0.18262367295747597,4.238223815486541,0.18822405739831896,0.2220553533658901
96,0.5156729504996616,0.2392,0.2698217641209046,4.432555705417758,0.2575624710030378,0.29053495107599914
97,0.2851485186193983,0.1352,0.14964401237442637,4.517387560476332,0.15299149698211478,0.1693362534583846
98,0.49992581909671513,0.2452,0.283299300677933,4.3275786317375005,0.230978369614007,0.26686790613122885
99,0.4139403708909051,0.222,0.2584314577004136,4.29514274259431,0.17630642351864875,0.20523930644986885
100,0.45284915667654063,0.2204,0.252738725620924,4.360234061055053,0.21373798125964633,0.24509920599070753
101,0.25553875154656164,0.1322,0.15314833584227047,4.316076935245139,0.1256279273634048,0.1455348563617177
102,0.4776256020919609,0.1416,0.15493971884094926,4.569519070360425,0.3426536435214457,0.3749340338067772
103,0.1177069688338383,0.0686,0.0771665485274743,4.444931211065875,0.06775921190578296,0.07622076550599148
104,0.05186824752420835,0.0316,0.03611457372766988,4.3749651094163475,0.04664912761603497,0.05331371388040431
105,0.07897240260158384,0.0436,0.04766630257056953,4.573461507261928,0.059507803651356335,0.06505772876503654
106,0.3240294989760761,0.154,0.1763525447875679,4.366253976814072,0.1673690773510654,0.19166209551693297
107,0.18108251976237327,0.095,0.1020097001170841,4.656419923348537,0.09873531490220865,0.10602063014884389
108,0.19526006818396632,0.1094,0.11739105795346803,4.659639409816225,0.09665500869365083,0.10371511633500294
109,0.4765309726776492,0.2214,0.24687719302068456,4.484010800897474,0.2427919310687922,0.27073076075128705
